artists,album_name,track_name,popularity,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_min,tempo_category_Moderate,tempo_category_Fast,tempo_category_Extremely Fast,track_genre_death-metal,track_genre_heavy-metal,track_genre_metal,track_genre_metalcore,key_category_key_scale_A#,key_category_key_scale_B,key_category_key_scale_C,key_category_key_scale_C#,key_category_key_scale_D,key_category_key_scale_D#,key_category_key_scale_E,key_category_key_scale_F,key_category_key_scale_F#,key_category_key_scale_G,key_category_key_scale_G#,tempo_category_plot,genre_for_plot,key_label
Therion,Theli,Nightside of Eden,25,449280,0.439,0.739,9,-7.746,0.0339,0.000155,0.0458,0.227,0.308,138.986,4,7.49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_A
Old Man's Child,In Defiance of Existence,The Soul Receiver,23,271493,0.414,0.922,2,-5.348,0.0377,4.17e-06,0.802,0.125,0.277,139.93,4,4.52,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,black-metal,key_scale_D
Therion,Theli,Invocation of Naamah,24,329360,0.403,0.727,6,-7.943,0.0372,0.000337,0.00218,0.199,0.141,83.934,4,5.49,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,black-metal,key_scale_F#
Darkthrone,Transilvanian Hunger,Transilvanian Hunger - Studio,48,369760,0.267,1.0,4,-4.92,0.135,0.016,0.447,0.45,0.0215,138.616,4,6.16,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,black-metal,key_scale_E
Eisregen,Marschmusik,Fleischbrand,24,329426,0.446,0.939,9,-6.032,0.0771,2.06e-05,0.00343,0.354,0.315,140.049,4,5.49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_A
Dimmu Borgir,Spiritual Black Dimensions,The Blazing Monoliths of Defiance,22,277093,0.169,0.949,4,-6.789,0.101,2.47e-05,0.000743,0.276,0.112,112.758,4,4.62,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,black-metal,key_scale_E
Hypocrisy,End of Disclosure,Tales of Thy Spineless,25,276324,0.169,0.958,10,-5.11,0.13,1.87e-06,0.703,0.171,0.139,110.0,3,4.61,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_A#
Bölzer,Aura,Entranced By the Wolfshook,23,403000,0.147,0.901,4,-11.921,0.119,1.76e-05,0.329,0.0617,0.0978,144.397,4,6.72,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,black-metal,key_scale_E
Eisregen,Krebskollektion,Blutgeil,24,258680,0.386,0.882,0,-5.546,0.0434,0.000116,0.00317,0.326,0.757,142.817,4,4.31,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_C
Satyricon,Live at the Opera,Mother North,22,502586,0.0855,0.995,2,-9.285,0.372,0.000706,0.0152,0.988,0.0263,81.51,4,8.38,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,black-metal,key_scale_D
Hypocrisy,A Taste of Extreme Divinity,Valley of the Damned,25,257013,0.4,0.984,3,-3.939,0.123,1.98e-06,0.901,0.324,0.0724,109.974,4,4.28,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Moderate,black-metal,key_scale_D#
Samael,Passage,The Ones Who Came Before,23,222520,0.355,0.94,10,-7.446,0.0781,1.83e-06,0.818,0.214,0.126,164.235,4,3.71,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_A#
Bucovina,Septentrion,Asteapta-Ma Dincolo (De Moarte),24,379946,0.417,0.965,8,-3.279,0.0658,5.9e-06,0.0989,0.0941,0.154,148.008,4,6.33,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Fast,black-metal,key_scale_G#
Midnight,Rebirth by Blasphemy,Rebirth by Blasphemy,23,187506,0.172,0.944,1,-5.545,0.0683,3.75e-05,0.00133,0.117,0.221,149.696,4,3.13,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Fast,black-metal,key_scale_C#
Kvelertak,Kvelertak,Utrydd Dei Svake,25,382893,0.364,0.747,9,-4.582,0.057,0.000163,0.75,0.102,0.117,161.953,4,6.38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_A
al'Tyr,Vive La France,Vive La France,34,472852,0.508,0.98,11,-6.256,0.143,0.00375,0.202,0.73,0.0572,103.971,4,7.88,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_B
Deafheaven,Ordinary Corrupt Human Love,Near,40,328642,0.296,0.48,0,-9.685,0.0281,0.166,0.934,0.112,0.157,133.509,4,5.48,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_C
Vader,Tibi Et Igni,Triumph of Death,52,225920,0.555,0.959,1,-4.58,0.0668,2.68e-05,0.543,0.0969,0.299,102.531,4,3.77,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_C#
I AM,The Iron Gate,The Iron Gate,22,245706,0.295,0.962,7,-3.0,0.0885,0.000481,0.754,0.534,0.107,150.971,3,4.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,black-metal,key_scale_G
Horn,Turm am Hang,Turm am Hang,22,309105,0.422,0.847,7,-5.601,0.0565,0.0029,0.174,0.102,0.268,113.363,4,5.15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Moderate,black-metal,key_scale_G
Ljå,Til Avsky For Livet,Til Satan,21,439306,0.141,0.994,4,-6.104,0.119,1.18e-06,0.952,0.182,0.0336,102.337,4,7.32,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,black-metal,key_scale_E
ORM,Intet • Altet,Mod døden,21,1431042,0.189,0.674,1,-11.322,0.0926,3.37e-05,0.0468,0.0874,0.0598,123.603,3,23.85,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Fast,black-metal,key_scale_C#
De Profundis,The Blinding Light of Faith,Obsidian Spires,22,302053,0.279,0.953,7,-6.137,0.103,0.000273,0.00473,0.174,0.246,200.661,4,5.03,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Extremely Fast,black-metal,key_scale_G
Behemoth,The Satanist,The Satanist,40,333826,0.374,0.943,6,-4.108,0.0556,0.000175,0.000156,0.125,0.338,112.084,4,5.56,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,black-metal,key_scale_F#
Deafheaven,Ordinary Corrupt Human Love,You Without End,42,456440,0.295,0.817,7,-7.594,0.0429,0.0392,0.833,0.32,0.276,128.351,4,7.61,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,black-metal,key_scale_G
Deafheaven,Sunbather,Sunbather,41,616786,0.106,0.804,4,-4.727,0.0734,3.25e-06,0.908,0.31,0.112,154.99,4,10.28,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,black-metal,key_scale_E
Xanthochroid,Of Erthe and Axen: Act I,The Sound of Hunger Rises,21,362746,0.239,0.829,5,-5.646,0.0461,0.00245,0.000404,0.0838,0.148,105.929,4,6.05,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Moderate,black-metal,key_scale_F
Negator,VNITAS PVRITAS EXISTENTIA,Temple of Light,21,337315,0.417,0.927,9,-9.146,0.0801,1.56e-05,2.22e-05,0.334,0.107,126.956,4,5.62,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_A
Ihsahn,Das Seelenbrechen,Pulse,43,293760,0.509,0.474,6,-10.7,0.0295,0.0227,0.72,0.128,0.0988,142.008,4,4.9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast,black-metal,key_scale_F#
Groza,The Redemptive End,Homewards,22,646986,0.143,0.983,8,-7.345,0.188,0.000945,0.00963,0.0531,0.0353,82.482,4,10.78,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Moderate,black-metal,key_scale_G#
End It,End It,Wishlist,23,105400,0.251,0.925,2,-4.404,0.0911,7.13e-06,0.577,0.299,0.589,95.929,3,1.76,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,black-metal,key_scale_D
Khold,Svartsyn,I Demonens Bok,21,171502,0.393,0.951,2,-12.858,0.0424,5.11e-06,0.000466,0.266,0.467,140.026,4,2.86,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,black-metal,key_scale_D
Dissection,Reinkaos,Maha-Kali,41,364460,0.569,0.836,1,-4.912,0.0296,4.69e-05,0.0862,0.1,0.655,109.01,4,6.07,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_C#
Moonspell,Irreligious,A Poisoned Gift,22,334533,0.523,0.826,7,-8.839,0.0542,0.000199,0.71,0.1,0.109,124.542,4,5.58,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,black-metal,key_scale_G
Devil Master,Satan Spits on Children of Light,Devil is Your Master,23,116867,0.234,0.991,11,-5.322,0.0863,1.17e-06,0.807,0.362,0.0487,178.967,4,1.95,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Extremely Fast,black-metal,key_scale_B
Behemoth,Demigod,Conquer All,48,211266,0.235,0.927,6,-5.824,0.084,0.000173,0.893,0.0748,0.253,90.497,4,3.52,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,black-metal,key_scale_F#
Gruzja,Vulgator (Priest Simulator Ost),Steampop,22,212246,0.482,0.942,7,-5.292,0.175,7.86e-05,0.00237,0.509,0.401,149.947,4,3.54,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,black-metal,key_scale_G
Truchło Strzygi,Gwiezdny Demon,Zagłada,23,275918,0.177,0.927,6,-6.252,0.115,9.65e-05,0.0455,0.952,0.07,158.343,4,4.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast,black-metal,key_scale_F#
Entombed,Left Hand Path,Left Hand Path,46,399093,0.166,0.927,7,-8.797,0.0736,3.94e-06,0.651,0.344,0.219,131.984,4,6.65,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,black-metal,key_scale_G
End It,End It,End It,23,97685,0.208,0.917,6,-5.217,0.0827,5.09e-05,0.37,0.179,0.391,169.884,4,1.63,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast,black-metal,key_scale_F#
Dark Funeral,In The Sign... (Re-issue + Bonus) [Deluxe Version],Shadows Over Transylvania,21,262466,0.15,0.991,9,-7.704,0.117,2.91e-06,0.169,0.274,0.0352,103.041,4,4.37,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_A
Rose Funeral,Crucify Kill Rot,Sledge Hammer Facelift,23,298862,0.347,0.975,4,-5.315,0.233,1.98e-05,0.581,0.116,0.179,110.093,4,4.98,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,black-metal,key_scale_E
Therion,Leviathan,Aži Dahāka,23,186635,0.359,0.87,9,-11.567,0.0641,0.000486,0.00031,0.103,0.264,186.046,4,3.11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Extremely Fast,black-metal,key_scale_A
Nidingr,Sorrow Infinite and Darkness,Sorrow Infinite and Darkness,21,322080,0.168,0.95,9,-4.721,0.104,0.000338,0.851,0.133,0.0559,124.86,3,5.37,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_A
Winds of Plague,Decimate the Weak,Unbreakable,22,256413,0.456,0.947,2,-2.983,0.0613,1.11e-05,0.166,0.364,0.286,115.043,4,4.27,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,black-metal,key_scale_D
Moonspell,Irreligious,Herr Spiegelmann,22,275066,0.258,0.564,4,-9.345,0.0467,0.000628,0.583,0.17,0.037,114.917,4,4.58,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,black-metal,key_scale_E
Winds of Plague,Against the World,Drop the Match,22,214720,0.215,0.894,6,-5.774,0.125,3.63e-05,0.0713,0.276,0.35,199.794,4,3.58,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Extremely Fast,black-metal,key_scale_F#
Sólstafir,Berdreyminn,Dýrafjörður,21,451262,0.399,0.443,9,-8.543,0.03,0.0671,0.61,0.0929,0.0364,114.032,4,7.52,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_A
Windir,Likferd,Martyrium,21,300226,0.253,0.865,8,-5.575,0.0558,0.0,0.924,0.117,0.16,88.006,3,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Moderate,black-metal,key_scale_G#
Dimmu Borgir,Spiritual Black Dimensions,The Blazing Monoliths of Defiance,22,277093,0.169,0.949,4,-6.789,0.101,2.47e-05,0.000743,0.276,0.112,112.758,4,4.62,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,black-metal,key_scale_E
Bölzer,Hero,Hero,22,449213,0.208,0.919,9,-5.498,0.0815,2.08e-05,0.00472,0.0855,0.293,110.08,3,7.49,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_A
Toxic Holocaust,Chemistry of Consciousness,Mkultra,23,127826,0.214,0.982,9,-4.762,0.155,1.53e-06,0.449,0.353,0.224,165.618,4,2.13,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_A
Old Man's Child,In Defiance of Existence,In Defiance of Existence,21,296880,0.229,0.846,1,-5.895,0.0414,2.12e-06,0.705,0.491,0.175,104.986,3,4.95,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_C#
Cradle Of Filth,Thornography [Special Edition],Stay,34,296240,0.532,0.772,2,-7.622,0.0434,0.0168,0.0164,0.112,0.189,120.077,4,4.94,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,black-metal,key_scale_D
Eisregen,Krebskollektion,Mein Eichensarg,22,304613,0.224,0.918,4,-6.678,0.131,9.23e-05,0.0,0.0837,0.108,90.086,4,5.08,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,black-metal,key_scale_E
Samael,Worship Him,Into The Pentagram,21,405800,0.311,0.729,4,-7.047,0.0346,0.000116,0.222,0.225,0.119,141.326,4,6.76,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,black-metal,key_scale_E
Samael,Ceremony of Opposites,Ceremony of Opposites,21,279626,0.484,0.846,9,-6.371,0.0464,0.000409,0.825,0.137,0.207,136.903,4,4.66,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_A
Kvelertak,Nattesferd,Svartmesse,23,214506,0.421,0.876,9,-6.739,0.0471,0.000263,0.414,0.315,0.32,125.597,3,3.58,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_A
Samael,Solar Soul,Solar Soul,22,224400,0.535,0.981,2,-3.85,0.103,0.00106,0.0425,0.604,0.256,120.015,4,3.74,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,black-metal,key_scale_D
Darkthrone,Circle The Wagons,Circle The Wagons,21,166826,0.217,0.936,9,-4.072,0.0734,0.0442,0.00813,0.308,0.333,73.833,4,2.78,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Slow,black-metal,key_scale_A
Samael,Ceremony of Opposites,To Our Martyrs,21,157280,0.248,0.969,1,-6.384,0.0615,0.000158,0.721,0.383,0.447,148.138,4,2.62,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Fast,black-metal,key_scale_C#
Moonspell,Memorial (Bonus Track Edition),Finisterra,23,248813,0.452,0.951,9,-5.437,0.0479,2.62e-06,0.119,0.579,0.341,135.05,4,4.15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_A
Toxic Holocaust,Primal Future: 2019,Iron Cage,23,241981,0.401,0.984,5,-3.445,0.0859,1.69e-05,0.00811,0.0976,0.277,162.044,4,4.03,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Fast,black-metal,key_scale_F
Portrayal of Guilt,The End of Man Will Bring Peace to This Earth,The End of Man Will Bring Peace to This Earth,23,189709,0.154,0.879,4,-5.583,0.103,0.000453,0.622,0.3,0.189,143.858,4,3.16,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,black-metal,key_scale_E
Emperor,IX Equilibrium,Decrystallizing Reason,22,382826,0.069,0.951,4,-2.357,0.11,4.05e-05,0.906,0.282,0.0323,78.763,3,6.38,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,black-metal,key_scale_E
Venom,In League With Satan,Black Metal,10,224160,0.265,0.756,1,-12.136,0.0571,0.000939,1.32e-05,0.201,0.444,80.076,4,3.74,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_C#
Thurisaz,Scent of a Dream,Endless...,47,332093,0.289,0.499,11,-7.966,0.0372,0.105,0.00126,0.13,0.172,113.526,4,5.53,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_B
Dimmu Borgir,Death Cult Armageddon,Progenies of the Great Apocalypse,47,317800,0.11,0.939,3,-3.975,0.104,0.000391,0.35,0.145,0.097,88.58,5,5.3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Moderate,black-metal,key_scale_D#
Deafheaven,Infinite Granite,Great Mass of Color,45,360333,0.28,0.875,2,-5.312,0.0392,0.00284,0.189,0.15,0.462,129.129,4,6.01,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,black-metal,key_scale_D
Dissection,Reinkaos,Nexion 218,46,92264,0.583,0.726,9,-8.623,0.036,0.00044,0.834,0.369,0.221,132.065,4,1.54,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_A
(DOLCH),Feuer,Halo,22,432133,0.41,0.618,11,-8.491,0.0439,0.0042,0.000592,0.327,0.267,100.035,4,7.2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_B
Imperialist,Zenith,The Maw,21,327656,0.438,0.947,9,-6.562,0.0692,1.76e-06,0.897,0.185,0.151,119.952,3,5.46,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_A
Behemoth,I Loved You at Your Darkest,God = Dog,40,238905,0.384,0.984,6,-5.455,0.172,2.73e-05,0.0998,0.0418,0.0739,130.153,4,3.98,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast,black-metal,key_scale_F#
Khold,Svartsyn,Evig,20,227914,0.312,0.944,6,-12.435,0.0556,2.35e-06,0.012,0.129,0.135,150.022,4,3.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast,black-metal,key_scale_F#
Moonspell,Sin / Pecado,HandMadeGod,21,333666,0.479,0.911,9,-6.739,0.0805,0.00103,0.451,0.219,0.488,119.985,4,5.56,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_A
ORM,Intet • Altet,"Trance/Floden, som kan lede",21,1163250,0.221,0.114,6,-18.403,0.0329,0.596,0.854,0.127,0.0365,84.387,4,19.39,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,black-metal,key_scale_F#
Naglfar,Cerecloth,Cerecloth,20,245400,0.361,0.967,1,-6.737,0.0778,5.79e-06,0.288,0.0876,0.034,115.02,4,4.09,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_C#
Avhath,Frightened Teeth,Frightened Teeth,21,130771,0.175,0.983,0,-4.698,0.121,8.78e-06,0.877,0.362,0.107,170.244,4,2.18,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_C
Moonspell,Sin / Pecado,Abysmo,21,299800,0.381,0.947,2,-6.007,0.0563,0.000211,0.54,0.0905,0.258,137.118,4,5.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,black-metal,key_scale_D
Rotting Christ,The Heretics,Fire God and Fear,42,289969,0.445,0.757,6,-6.186,0.0465,0.000447,0.694,0.108,0.147,120.952,4,4.83,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast,black-metal,key_scale_F#
Sólstafir,Endless Twilight of Codependent Love,Rökkur,21,426325,0.301,0.497,0,-6.933,0.035,0.357,0.0115,0.105,0.039,141.119,4,7.11,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_C
Ajattara,Kuolema,Haureus,22,176466,0.501,0.92,8,-5.194,0.0298,5.33e-06,0.656,0.131,0.46,100.037,4,2.94,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Moderate,black-metal,key_scale_G#
Emperor,In The Nightside Eclipse,I Am The Black Wizards,46,360840,0.146,0.947,0,-5.708,0.0838,7.68e-05,0.905,0.185,0.0891,104.353,4,6.01,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_C
Joel Grind,The Yellowgoat Sessions,Hell's Master of Hell,21,197267,0.331,0.995,9,-6.638,0.107,6.08e-05,0.762,0.388,0.178,171.927,4,3.29,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_A
Ajattara,Murhat,Kunnes Taivas Meidät Erottaa,22,182480,0.286,0.686,2,-4.114,0.0729,2.73e-06,0.0,0.367,0.217,90.94,4,3.04,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,black-metal,key_scale_D
