artists,album_name,track_name,popularity,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_min,tempo_category_Moderate,tempo_category_Fast,tempo_category_Extremely Fast,track_genre_death-metal,track_genre_heavy-metal,track_genre_metal,track_genre_metalcore,key_category_key_scale_A#,key_category_key_scale_B,key_category_key_scale_C,key_category_key_scale_C#,key_category_key_scale_D,key_category_key_scale_D#,key_category_key_scale_E,key_category_key_scale_F,key_category_key_scale_F#,key_category_key_scale_G,key_category_key_scale_G#,tempo_category_plot,genre_for_plot,key_label
V8,Luchando por el Metal,Si Puedes Vencer al Temor,22,371120,0.175,0.94,0,-4.511,0.086,0.00519,0.0415,0.108,0.395,71.121,4,6.19,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Slow,heavy-metal,key_scale_C
Malon,Nuevo Orden Mundial,Devorador de Sueños,23,237280,0.479,0.978,5,-4.516,0.0495,6.61e-06,0.000868,0.0732,0.334,100.993,4,3.95,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Moderate,heavy-metal,key_scale_F
Rata Blanca,La Llave De La Puerta Secreta,Intro,24,106920,0.393,0.381,9,-16.398,0.0918,0.544,0.349,0.105,0.198,105.596,4,1.78,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A
Seikima-II,地獄より愛をこめて,アダムの林檎 (LPバージョン),22,272426,0.555,0.958,9,-4.49,0.049,0.000348,0.0197,0.334,0.409,124.633,4,4.54,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A
A.N.I.M.A.L.;Richard Kaplan,Usa Toda Tu Fuerza,Usa toda tu fuerza,22,211093,0.585,0.918,10,-6.516,0.0761,0.000468,1.17e-06,0.512,0.323,112.535,4,3.52,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A#
A.N.I.M.A.L.;Richard Kaplan,Usa Toda Tu Fuerza,Barrio patrón,23,56600,0.466,0.958,7,-6.483,0.185,0.0168,0.0,0.119,0.232,129.722,4,0.94,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,heavy-metal,key_scale_G
A.N.I.M.A.L.;Mario Altamirano and A.N.I.M.A.L.,El Nuevo Camino del Hombre,Antes de morir,22,203800,0.454,0.993,0,-4.688,0.142,0.000212,0.00378,0.294,0.301,151.957,4,3.4,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C
Mastifal,Intermundia,Flores muertas,22,302800,0.537,0.971,1,-5.554,0.149,2.84e-05,0.434,0.116,0.224,130.028,4,5.05,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C#
A.N.I.M.A.L.;Chuck Jhonson and Juan Jose Burgos;Richard Kaplan,Poder Latino,Dejar de ser,22,294893,0.618,0.896,11,-6.944,0.0777,0.00111,0.012,0.0882,0.534,113.117,4,4.91,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_B
Seikima-II,呪いのシャ・ナ・ナ・ナ / GOBLIN'S SCALE,呪いのシャ・ナ・ナ・ナ,22,337600,0.445,0.928,11,-4.16,0.188,0.000467,0.0,0.269,0.497,145.075,4,5.63,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_B
U.D.O.,Mastercutor,The Wrong Side of Midnight,23,293973,0.425,0.862,6,-5.183,0.0486,0.000844,0.000338,0.617,0.501,150.0,4,4.9,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast,heavy-metal,key_scale_F#
Los Antiguos,Oro Para las Naves,Pa el monstruo,23,201253,0.349,0.927,4,-4.155,0.0986,0.000126,0.0458,0.261,0.334,105.114,4,3.35,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,heavy-metal,key_scale_E
Lordi,Lordiversity - Abracadaver,Abracadaver,23,221506,0.457,0.962,2,-6.733,0.0511,2.29e-05,0.28,0.301,0.46,76.506,4,3.69,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_D
Brothers of Metal,Emblas Saga,Powersnake,55,223467,0.468,0.803,4,-6.653,0.0894,0.00241,0.0,0.453,0.409,87.38,3,3.72,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,heavy-metal,key_scale_E
Lordi,Sexorcism,Romeo Ate Juliet,23,261747,0.52,0.951,2,-6.133,0.0443,5.38e-05,0.000655,0.0855,0.541,136.029,4,4.36,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
Avernal,El Sangriento,Hoy Podes Pudrirte,22,160106,0.518,0.992,6,-3.794,0.0565,0.00112,0.000546,0.133,0.381,90.018,4,2.67,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,heavy-metal,key_scale_F#
Asspera,Bizarra Actitud de Seguir Con Vida,Zorra,22,228551,0.329,0.864,1,-6.595,0.0425,0.000154,0.0387,0.21,0.275,195.186,3,3.81,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Extremely Fast,heavy-metal,key_scale_C#
Accept,Restless And Wild,Princess of the Dawn,48,375466,0.649,0.584,2,-10.308,0.0421,0.038,0.117,0.446,0.478,128.851,4,6.26,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
A.N.I.M.A.L.;Chuck Jhonson and Juan Jose Burgos;Richard Kaplan,Poder Latino,Gracias doy,22,274053,0.262,0.927,5,-7.217,0.0423,7.43e-05,0.00162,0.104,0.103,91.072,4,4.57,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Moderate,heavy-metal,key_scale_F
Battle Beast,Circus Of Doom,Master of Illusion,55,248359,0.56,0.889,11,-6.673,0.0356,5.65e-05,0.000163,0.166,0.427,105.033,4,4.14,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_B
Almafuerte,Trillando la Fina,La llaga,23,115960,0.555,0.948,11,-3.97,0.0442,0.00836,0.0,0.309,0.815,146.969,4,1.93,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_B
Plan 4,En Mil Pedazos,El Verdugo,23,238880,0.356,0.945,7,-3.078,0.209,0.000732,0.0167,0.105,0.568,140.11,3,3.98,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,heavy-metal,key_scale_G
V8,El Fin de los Inicuos,Ciega Ambicion,22,216986,0.28,0.963,4,-5.123,0.0988,0.000112,1.49e-05,0.202,0.428,115.128,4,3.62,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,heavy-metal,key_scale_E
Plan 4,Dos Caras,El Señor de la Guerra,23,191600,0.505,0.802,7,-4.31,0.0453,0.0017,0.0,0.142,0.516,150.054,4,3.19,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,heavy-metal,key_scale_G
Asspera,Cada Vez Mas Pelotudos,Cada Vez Más Pelotudos,22,243640,0.457,0.989,10,-2.723,0.0787,1.57e-05,5.47e-06,0.26,0.514,90.052,4,4.06,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A#
Horcas,Vence,Resistencia,22,319746,0.389,0.929,0,-5.712,0.0727,6.83e-05,0.00747,0.0879,0.369,105.335,4,5.33,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_C
Mastifal,Holocausto Mental (Remastered),Fabrica de monos,22,236880,0.486,0.949,9,-5.068,0.103,1.05e-05,0.49,0.291,0.372,97.511,4,3.95,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A
Asspera,Hijo de Puta,El Hijo de Cuca,22,168120,0.578,0.955,6,-4.433,0.203,0.00192,0.0,0.383,0.463,145.013,4,2.8,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast,heavy-metal,key_scale_F#
Asspera,Garcha2 X To2 La2,Oportuncrisis,23,227403,0.437,0.956,11,-5.064,0.0635,3.37e-05,0.0118,0.341,0.437,192.076,4,3.79,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Extremely Fast,heavy-metal,key_scale_B
Riff,VII,Arañas y Ratas,24,254400,0.457,0.884,2,-12.035,0.0515,0.000126,0.00855,0.11,0.366,142.576,4,4.24,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
Kotiteollisuus,Sotakoira II,Jossain,22,178880,0.566,0.956,1,-5.359,0.117,0.0207,0.00103,0.738,0.375,142.059,4,2.98,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C#
Asspera,Pija,Directo al Tacho,22,241053,0.55,0.993,3,-3.63,0.091,0.00079,0.109,0.645,0.223,110.011,4,4.02,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Moderate,heavy-metal,key_scale_D#
Almafuerte,Trillando la Fina,Glifosateando,23,233586,0.478,0.817,5,-4.206,0.0297,0.00498,6.61e-05,0.428,0.501,88.011,4,3.89,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Moderate,heavy-metal,key_scale_F
Carajo,Atrapasueños,La Fuerza Original,24,228746,0.468,0.927,10,-3.86,0.165,0.00277,0.0,0.131,0.529,171.993,4,3.81,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A#
Stam1na,Raja,Muuri,23,263640,0.41,0.985,2,-6.434,0.0897,0.000144,0.000547,0.0515,0.259,128.388,4,4.39,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
Kotiteollisuus,7,Murheen mailla,22,267960,0.386,0.933,1,-3.185,0.0435,1.54e-05,0.649,0.193,0.426,98.094,4,4.47,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_C#
Pappo;Charly García,Vivo Cosquín Rock,Popotitos - En Vivo Cosquín Rock,23,262329,0.47,0.93,4,-5.869,0.0405,0.0188,0.00124,0.759,0.779,126.133,4,4.37,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,heavy-metal,key_scale_E
Timo Rautiainen & Trio Niskalaukaus,Suomi sata vuotta,Suomi sata vuotta,22,191000,0.46,0.971,11,-5.0,0.0762,0.000211,0.0,0.183,0.552,159.968,4,3.18,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_B
Accept,The Rise of Chaos,Carry the Weight,23,274800,0.498,0.994,4,-4.577,0.0664,0.000205,0.0379,0.109,0.504,131.013,4,4.58,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,heavy-metal,key_scale_E
Carajo,Basado en Hechos Reales,Haciendo Historia,24,181477,0.56,0.96,1,-2.876,0.0494,9.15e-05,4.44e-06,0.589,0.615,112.061,4,3.02,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_C#
Stam1na,Stam1na,Erilaisen rakkauden todistaja,23,200860,0.456,0.777,0,-7.346,0.0407,6.59e-05,0.713,0.156,0.323,140.204,4,3.35,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C
Riff,Contenidos,Me Tienen Cansado,24,152613,0.497,0.674,0,-9.344,0.0513,0.000748,0.00118,0.152,0.133,139.626,4,2.54,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C
Pappo;Alejandro Medina,"Pappo y Amigos, Vol. 1",Vamos a Buscar la Luz,22,200826,0.25,0.962,9,-4.307,0.068,6.96e-05,0.886,0.568,0.49,145.021,4,3.35,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A
Lordi,The Arockalypse,The Kids Who Wanna Play With The Dead,22,246760,0.518,0.888,7,-2.647,0.0526,5.91e-05,0.00317,0.0731,0.639,142.997,4,4.11,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,heavy-metal,key_scale_G
Almafuerte,En Vivo Obras,Niño Jefe - En Vivo,22,200797,0.108,0.969,5,-4.344,0.111,0.000401,0.327,0.86,0.42,73.351,4,3.35,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Slow,heavy-metal,key_scale_F
Almafuerte,En Vida,Del Mas Alla,23,220266,0.427,0.84,9,-6.674,0.0324,0.0001,1.99e-05,0.349,0.501,132.008,4,3.67,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A
Pappo,Buscando un Amor,Botas Sucias,24,151080,0.586,0.785,7,-4.664,0.0311,0.00656,0.0152,0.14,0.889,119.829,4,2.52,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Moderate,heavy-metal,key_scale_G
Almafuerte,A Fondo Blanco,Al Pájaro,23,144880,0.257,0.948,9,-4.573,0.19,0.000386,0.00246,0.433,0.217,145.4,4,2.41,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A
Carajo,Basado en Hechos Reales,La Locura de los Genios,23,254297,0.563,0.855,10,-4.853,0.0413,0.00044,0.0,0.046,0.134,130.058,4,4.24,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A#
Malon,Espíritu Combativo,Los Ojos del Niño - Bonus Track,23,326367,0.549,0.95,11,-3.209,0.046,7.76e-05,0.778,0.0901,0.433,128.017,4,5.44,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_B
Riff,Zona de Nadie (Remasterizado 2016),Lo Tuyo Es Vicio - Remasterizado 2016,24,180480,0.428,0.905,1,-7.964,0.0986,0.0323,1.41e-05,0.213,0.852,176.418,4,3.01,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Extremely Fast,heavy-metal,key_scale_C#
Malon,Justicia o Resistencia (Remasterizado),Nido de Almas - Remasterizado,23,256289,0.494,0.942,9,-4.12,0.0614,0.000114,0.0,0.185,0.55,110.443,4,4.27,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A
OConnor,La Grieta,Espejismos del Edén,22,269973,0.526,0.698,9,-9.427,0.0313,1.05e-05,1.51e-05,0.237,0.357,94.993,4,4.5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A
Seikima-II,地獄より愛をこめて,魔界舞曲,22,321253,0.646,0.809,7,-5.145,0.0276,0.00331,0.0134,0.199,0.487,130.826,4,5.35,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,heavy-metal,key_scale_G
Helker,En Algun Lugar del Circulo,Volar,22,239320,0.548,0.658,2,-3.612,0.0316,0.0165,0.000755,0.256,0.267,125.073,4,3.99,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
Lordi,Scare Force One,Scare Force One,22,298121,0.484,0.966,4,-4.961,0.0486,2.07e-05,0.000181,0.196,0.332,140.019,4,4.97,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,heavy-metal,key_scale_E
Los Antiguos,Oro Para las Naves,No te lo puedo decir,22,147000,0.293,0.477,1,-6.174,0.0293,0.0016,0.758,0.634,0.238,68.156,3,2.45,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Slow,heavy-metal,key_scale_C#
Lordi,Killection,Zombimbo,22,293920,0.616,0.842,9,-4.69,0.0337,0.0411,0.00122,0.0951,0.818,127.979,4,4.9,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A
Lordi,Lordiversity - Humanimals,Girl in a Suitcase,22,247822,0.43,0.853,9,-8.058,0.0466,8.54e-05,0.0,0.278,0.388,145.037,4,4.13,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A
Asspera,Bizarra Actitud de Seguir Con Vida,Me Gustas Mucho,22,170015,0.335,0.824,1,-6.648,0.0467,0.000454,0.605,0.299,0.151,195.034,3,2.83,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Extremely Fast,heavy-metal,key_scale_C#
Lordi,Lordiversity - Superflytrap,Bella from Hell,22,206257,0.539,0.754,9,-4.927,0.0409,8.41e-05,2.37e-06,0.302,0.507,127.997,4,3.44,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A
Pappo Y Hoy No Es Hoy,Plan Diabólico,Diabólico Plan,22,303293,0.524,0.732,9,-11.896,0.0505,0.0219,0.00455,0.0704,0.25,132.909,4,5.05,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A
Mastifal,Rock Podrido (Covers),Rock para el negro Atila,22,175066,0.496,0.962,11,-4.046,0.0974,0.000307,0.0934,0.227,0.537,96.0,4,2.92,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_B
Rata Blanca,Rata Blanca: Luna Park 2019 (En Vivo),El Último Ataque - En Vivo,23,537986,0.45,0.976,10,-4.539,0.0461,1.64e-05,0.395,0.431,0.417,92.03,4,8.97,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A#
Lethal,Maza,Mike Tyson,22,313373,0.42,0.882,10,-10.699,0.033,0.000392,0.00184,0.191,0.461,133.666,4,5.22,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A#
Lethal,Efecto Tequila,Salgan al Sol,21,140014,0.457,0.945,8,-7.124,0.0786,0.00203,0.000522,0.3,0.44,104.203,4,2.33,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Moderate,heavy-metal,key_scale_G#
Asspera,Cada Vez Mas Pelotudos,Inundados,22,200186,0.529,0.992,10,-2.501,0.132,0.000212,0.0,0.212,0.482,120.078,4,3.34,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A#
Asspera,Hijo de Puta,Calzon Quitado,22,290413,0.567,0.901,6,-4.431,0.0311,0.000148,0.000199,0.0588,0.629,89.979,4,4.84,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,heavy-metal,key_scale_F#
Asspera,Pija,Pija,22,245906,0.499,0.993,6,-3.418,0.0616,0.000204,0.0375,0.0312,0.396,100.021,4,4.1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,heavy-metal,key_scale_F#
Horcas,La Maldicion Continua,Nacer morir,22,200051,0.293,0.99,0,-6.283,0.174,3.35e-05,0.0181,0.971,0.153,145.295,4,3.33,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C
Asspera,Glandes Exitos,Locomia,21,179260,0.652,0.907,1,-4.982,0.0434,0.000365,0.0161,0.351,0.583,119.996,4,2.99,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_C#
Tren Loco,Ruta 197,Hoy,22,307106,0.412,0.876,2,-4.247,0.0645,0.000693,1.74e-06,0.0652,0.583,118.756,4,5.12,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_D
Almafuerte,En Vivo All Boys,Ceibo - En Vivo All Boys,22,148006,0.227,0.968,2,-6.143,0.115,2.57e-05,0.944,0.985,0.209,111.812,4,2.47,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_D
V8,El Fin de los Inicuos,No Enloquecere,22,220466,0.352,0.957,4,-5.654,0.11,8.09e-05,0.000165,0.116,0.459,129.799,4,3.67,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,heavy-metal,key_scale_E
Riff,Que Sea Rock,Reza Duro,23,246453,0.584,0.92,7,-4.5,0.0367,4.22e-06,0.118,0.185,0.491,124.253,4,4.11,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,heavy-metal,key_scale_G
Almafuerte,Del Entorno,Hacia el Abismo,22,157800,0.199,0.984,2,-2.814,0.131,0.000199,1.16e-06,0.241,0.31,152.192,4,2.63,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
Almafuerte,En Vivo All Boys,Olvídalo y Volverá por Más - En Vivo All Boys,23,126313,0.226,0.904,7,-6.828,0.071,0.0533,9.68e-06,0.703,0.463,178.646,4,2.11,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Extremely Fast,heavy-metal,key_scale_G
OConnor,Estamos Pariendo,1976,22,148506,0.467,0.891,2,-7.06,0.034,0.000616,0.0816,0.106,0.604,100.488,4,2.48,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_D
Carajo,Basado en Hechos Reales,Lo Mejor de Mí,23,235446,0.518,0.511,1,-7.297,0.0287,0.249,0.000109,0.0777,0.0533,129.024,4,3.92,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C#
Carajo;Ciro Pertusi,Constrictor,Constrictor,23,280426,0.628,0.801,6,-4.424,0.0312,0.0319,1.13e-06,0.0895,0.274,99.989,4,4.67,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,heavy-metal,key_scale_F#
OConnor,Estamos Pariendo,Estamos Pariendo,22,168440,0.575,0.743,2,-6.65,0.0305,0.00226,0.00218,0.373,0.667,128.967,4,2.81,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
Stam1na,Stam1na,Väkivaltakunta,22,186656,0.403,0.855,0,-7.222,0.0565,4.84e-05,0.963,0.323,0.349,165.056,4,3.11,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C
Asspera,Viaje al Centro de la Verga,Chamuyos,22,242133,0.399,0.982,1,-3.248,0.168,0.00212,0.0,0.207,0.212,180.117,4,4.04,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Extremely Fast,heavy-metal,key_scale_C#
Rata Blanca,Entre el Cielo y el Infierno,Jerusalén,22,455000,0.313,0.683,7,-15.873,0.0558,1.18e-05,0.897,0.224,0.192,120.01,4,7.58,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,heavy-metal,key_scale_G
Asspera,Viaje al Centro de la Verga,Rotopercutor,22,230426,0.396,0.922,10,-3.912,0.118,0.000761,0.000191,0.0698,0.684,127.339,3,3.84,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A#
Accept,Symphonic Terror (Live at Wacken 2017),Die by the Sword - Live in Wacken 2017,23,331613,0.284,0.987,4,-6.402,0.152,0.00135,0.00419,0.471,0.0999,195.936,4,5.53,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Extremely Fast,heavy-metal,key_scale_E
Riff,Contenidos,Lo Que Quieras Hacer,23,192560,0.461,0.829,2,-10.055,0.0496,0.000646,0.474,0.0977,0.597,155.008,4,3.21,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
Carajo,Inmundo,Alma y Fuego,23,265853,0.468,0.932,6,-4.03,0.0437,0.00929,1.34e-06,0.138,0.248,80.997,4,4.43,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,heavy-metal,key_scale_F#
Horcas,Por Tu Honor,Ahora o Nunca,22,260000,0.387,0.976,1,-3.391,0.115,4.64e-05,0.000514,0.076,0.219,140.59,4,4.33,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C#
Lordi,The Arockalypse,The Deadite Girls Gone Wild,22,225026,0.487,0.924,2,-2.981,0.0708,0.000117,0.00169,0.0569,0.676,147.012,4,3.75,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
Pappo;Pappo's Blues,"Pappo y Amigos, Vol. 2",Malas Compañias,23,232493,0.459,0.889,9,-6.083,0.0582,0.0226,0.0146,0.129,0.565,143.116,4,3.87,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A
Malon,Justicia o Resistencia (Remasterizado),Sobaco Ilustrado - Remasterizado,22,265420,0.468,0.946,2,-4.208,0.0811,0.000576,0.0,0.345,0.27,137.386,4,4.42,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
Stam1na,Uudet kymmenen käskyä,Likainen parketti,23,284973,0.452,0.977,4,-3.951,0.116,0.000685,0.00162,0.128,0.392,155.15,4,4.75,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,heavy-metal,key_scale_E
Stam1na,Uudet kymmenen käskyä,Viisi laukausta päähän,23,231146,0.41,0.969,11,-4.355,0.0755,0.000432,0.000115,0.236,0.382,179.94,4,3.85,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Extremely Fast,heavy-metal,key_scale_B
Kotiteollisuus,Murheen mailla II 2007-2014 + Sotakoira III,Helvetti jäätyy,22,244093,0.391,0.902,1,-3.801,0.058,0.00104,3.06e-05,0.326,0.559,147.893,4,4.07,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C#
Pappo;Andres Ciro,"Pappo y Amigos, Vol. 2",Algo Ha Cambiado,23,186133,0.413,0.942,2,-4.817,0.0837,0.00183,0.0175,0.0337,0.347,134.983,4,3.1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
Hermetica,Homenaje,Desde el Oeste,23,233133,0.201,0.795,4,-3.887,0.044,0.000323,0.00014,0.0932,0.2,91.231,4,3.89,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,heavy-metal,key_scale_E
Ricardo Iorio,Avivando La Llama De La Ley Natural,En Las Calles De Liniers,22,174393,0.616,0.882,9,-8.438,0.0439,0.235,0.0,0.179,0.523,122.055,4,2.91,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A
Accept,Symphonic Terror (Live at Wacken 2017),Pandemic - Live in Wacken 2017,23,360493,0.399,0.978,1,-6.103,0.055,0.000224,0.0623,0.985,0.371,152.977,4,6.01,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C#
